"id","x1","x2","x3","z1","z2","z3","y","x_sum"
138,2.28755394065353,5,5.77290576766245,1.60046333228824,1,1.33102355958458,27.7834122436653,13.060459708316
139,NA,NA,5.77290576766245,NA,1,2.71821917939482,57.9256346072326,NA
140,15.2771064484619,4,5.77290576766245,NA,1,1.52741143848133,56.0412913654753,25.0500122161243
141,NA,0,5.77290576766245,1.88787232598171,3,2.16771506895635,57.2787128351859,NA
142,NA,NA,5.77290576766245,1.78956624029193,1,1.22182454856125,43.1112360877583,NA
143,NA,3,5.77290576766245,2.03619607338076,1,0.713421937985345,30.0777453489523,NA
144,11.4810121439237,4,5.77290576766245,NA,2,0.545066763951454,50.3159519818828,21.2539179115862
145,0.314756984201089,0,5.77290576766245,NA,2,0.602436335361268,29.9422449963437,6.08766275186354
146,NA,NA,5.77290576766245,1.78692459775463,3,1.4304657296758,58.29983266138,NA
147,NA,2,5.77290576766245,NA,5,1.64783786520684,56.0325467057877,NA
148,NA,NA,5.77290576766245,1.61409476890071,3,1.43812961912616,54.4961234869173,NA
149,NA,NA,NA,1.67763835779547,3,3.01442886311795,72.5998656917763,NA
150,NA,NA,NA,1.92460862796346,3,4.86003704138075,81.7548331035504,NA
151,NA,NA,5.77290576766245,1.61559474529079,2,1.03093599832619,46.7146439725135,NA
152,0.123801256720764,3,NA,NA,1,0.837132104538119,29.7178516729103,NA
153,8.67884592147338,1,5.77290576766245,1.57786238325653,2,0.193254658045571,34.2375315329886,15.4517516891358
154,NA,NA,5.77290576766245,NA,2,2.45208394987453,46.2292219189729,NA
155,NA,5,5.77290576766245,2.09198627059782,1,0.861764273804431,21.1131848921248,NA
156,NA,NA,NA,NA,5,3.39585452952795,76.1620111707109,NA
157,NA,5,5.77290576766245,1.63579791243557,1,1.12073064741526,32.8471810812689,NA
158,NA,NA,NA,1.86178804121419,2,1.24731911119719,49.944778962613,NA
159,NA,NA,5.77290576766245,NA,2,0.71182963564089,39.9539640236172,NA
160,NA,5,5.77290576766245,1.95007479233507,2,0.859308303949544,36.1908263408165,NA
161,NA,NA,NA,1.57276759058653,3,1.11953738335258,54.244208823911,NA
162,NA,NA,5.77290576766245,NA,0,1.30498901085157,46.2084749881191,NA
163,NA,4,NA,2.23009341863057,2,1.6613260971816,57.2516676298884,NA
164,NA,4,5.77290576766245,NA,3,2.32231085545702,62.1806748590064,NA
165,NA,NA,NA,NA,3,1.67060228030961,62.0102189375317,NA
166,NA,NA,5.77290576766245,1.60070848351229,4,2.4607066882116,63.6043525847949,NA
167,NA,1,5.77290576766245,1.81449461751654,0,0.84321284497473,45.7502423494472,NA
168,8.57287424926496,1,5.77290576766245,1.75842522876543,2,1.1763106336102,32.0677809756901,15.3457800169274
169,NA,1,NA,NA,6,1.36153178145656,50.7605823916785,NA
170,NA,NA,5.77290576766245,1.77923111820116,3,2.68991540801162,51.214257471318,NA
171,NA,4,5.77290576766245,NA,3,1.42048823342338,59.6632109203887,NA
172,NA,4,NA,2.09490096101444,2,1.01137555311028,41.4347362250734,NA
173,NA,2,5.77290576766245,2.10478842206833,0,0.402137973112499,31.1543154169725,NA
174,17.4867887221592,3,NA,1.58417821653983,3,0.682971655573175,44.3229784333739,NA
175,6.07755249421798,0,5.77290576766245,1.41966457130228,2,0.633128213659975,42.9273201146316,11.8504582618804
176,10.9420885445795,0,5.77290576766245,NA,0,0.761478569694868,32.6825696986575,16.7149943122419
177,NA,0,5.77290576766245,1.58788376856672,0,3.04192490713011,52.0322410729585,NA
178,NA,0,5.77290576766245,1.52939102826043,0,1.66284140056097,39.3007037808847,NA
179,NA,4,5.77290576766245,1.53933771600237,3,2.11185872122475,46.3318550638311,NA
180,4.54171283733672,3,5.77290576766245,1.77156668760778,1,0.168666438598699,28.2701626954115,13.3146186049992
181,NA,1,NA,1.56245184448899,4,1.56514909562348,49.4699550722718,NA
182,NA,3,5.77290576766245,1.81550926925514,1,1.29395229916569,48.4014612994717,NA
183,NA,3,5.77290576766245,1.85928219119838,2,0.772865968945089,36.2987389952871,NA
184,NA,NA,5.77290576766245,NA,0,1.38812159810887,30.4922585231285,NA
185,3.30749838418138,4,5.77290576766245,1.82590628816003,0,1.33463653916847,45.7962760879737,13.0804041518438
186,NA,0,5.77290576766245,1.85714239960994,3,2.88832551017762,68.0270434140369,NA
187,NA,0,NA,NA,3,1.87942415829075,46.0180481003781,NA
188,NA,NA,5.77290576766245,1.52468838414433,5,0.916277050139775,41.2380038787367,NA
189,NA,1,NA,2.01718611227313,1,1.17661243342232,39.5498699164391,NA
190,NA,4,5.77290576766245,1.88618104774366,1,0.625350028850366,40.4905292661218,NA
191,NA,4,NA,NA,3,3.57688928449309,77.0754991159182,NA
192,2.17157355246196,5,5.77290576766245,1.91955984161248,1,0.461141882618351,34.7771869297337,12.9444793201244
193,2.71768504747319,5,5.77290576766245,1.78204171209074,3,0.697230473239424,51.6550246999981,13.4905908151356
194,NA,1,5.77290576766245,NA,1,1.14231845179779,44.703855749943,NA
195,NA,NA,5.77290576766245,NA,4,1.94822517186231,68.002442402079,NA
196,NA,1,5.77290576766245,1.75638108416738,2,2.38214233754374,62.8731033985422,NA
197,NA,2,NA,1.7705912900691,3,1.87829496287264,52.0858827939487,NA
198,NA,NA,NA,2.02115854025364,2,2.56020669481519,65.0060093592754,NA
199,NA,3,5.77290576766245,1.75423204572361,2,2.3960626113561,59.8355215792487,NA
200,NA,3,5.77290576766245,2.10002385859383,2,1.74621274552807,53.4094158305066,NA
201,NA,3,NA,NA,5,2.45097127259856,73.2273345042758,NA
202,NA,NA,NA,1.99847356861295,1,2.65452771294327,54.5802581123962,NA
203,NA,NA,5.77290576766245,1.73719169566282,2,3.47844785331194,55.1180821212392,NA
204,NA,NA,5.77290576766245,NA,1,2.11425707817627,56.8957371920566,NA
205,NA,1,5.77290576766245,1.88807880861189,2,0.73005032672072,36.2130914940697,NA
206,NA,NA,5.77290576766245,1.65372317887269,2,1.58538699531604,52.2985774793743,NA
207,NA,1,NA,NA,3,1.37687387913296,57.4244075264774,NA
208,NA,NA,5.77290576766245,2.02458782697284,5,0.198218183643363,47.2461466100451,NA
209,-4.51312111815895,1,5.77290576766245,NA,4,1.08374857881495,45.1111435972536,2.2597846495035
210,NA,3,5.77290576766245,1.90547419613878,1,1.2666349850481,43.502761573855,NA
211,6.36568880309205,4,5.77290576766245,2.10861480590081,3,1.48820491487354,46.741211708081,16.1385945707545
212,NA,NA,NA,1.80389942005102,2,0.93011766095392,52.7749398591832,NA
213,NA,NA,NA,1.95646523134741,1,0.972648807959455,44.0188436259035,NA
214,NA,NA,NA,NA,3,1.14759259296343,56.1940122033169,NA
215,NA,0,NA,1.89518798703603,1,3.51928699523488,69.1327130179407,NA
216,NA,NA,5.77290576766245,NA,3,1.77398394205837,59.4018100208276,NA
217,NA,3,5.77290576766245,1.8387625109878,1,0.704392024546149,44.8819274819328,NA
218,NA,NA,NA,1.9644826591162,2,2.28536706928091,49.2399396700749,NA
219,3.15714160098202,3,5.77290576766245,1.41226870708808,1,0.759187353608395,32.311912246741,11.9300473686445
220,-7.96848401779989,0,5.77290576766245,1.8572501328094,2,1.87425856034057,36.3541875182907,-2.19557825013744
221,NA,3,5.77290576766245,1.54213538497332,3,1.32879427367905,36.2618647933107,NA
222,NA,5,NA,1.8089653170504,1,0.825744984616481,38.5413204783721,NA
223,NA,1,5.77290576766245,1.64080605669837,4,2.67953584713189,57.9091755875034,NA
224,2.57582907342183,3,5.77290576766245,1.35072489865241,1,1.08549102758987,34.0075157261661,11.3487348410843
225,NA,NA,NA,1.48250187830732,1,1.79090033184566,45.5436577972665,NA
226,2.27372337268564,5,NA,1.68186228065055,4,0.984445405283603,49.322299608056,NA
227,NA,NA,5.77290576766245,NA,2,1.13702841078769,50.8248989875621,NA
228,NA,0,5.77290576766245,1.75433790066128,0,1.23724425849748,32.0591907017709,NA
229,NA,2,5.77290576766245,1.37690760737995,0,0.555746163301969,23.1251161425719,NA
230,NA,NA,NA,NA,2,2.18136631216364,52.8880531886038,NA
231,7.27732750820542,NA,NA,NA,6,2.01363341129226,68.4409944472545,NA
232,NA,4,NA,1.91643301347068,5,0.319141668151389,45.6747767981609,NA
233,NA,NA,NA,NA,2,2.30277106300278,71.5025346833095,NA
234,NA,NA,5.77290576766245,NA,1,3.00827373730072,64.5590150060118,NA
235,-3.63658344576617,4,NA,1.83473185970314,1,2.09594627289871,46.8046324250188,NA
236,NA,2,NA,NA,1,2.05065066644877,57.8342534155299,NA
237,NA,NA,5.77290576766245,2.12424795690803,4,1.62272201462617,66.181095394074,NA
238,NA,NA,5.77290576766245,1.70712628492795,3,1.10083774213491,56.3681439126213,NA
239,NA,4,5.77290576766245,1.83942600729591,2,1.46771466227063,52.3478393481643,NA
240,NA,4,5.77290576766245,1.99515072463019,2,3.94400377427509,62.6784722566034,NA
241,NA,0,5.77290576766245,NA,5,1.74226082518193,46.5384021197547,NA
242,-5.88884015521946,0,5.77290576766245,1.84050433087114,2,1.66580860522474,32.8321655376531,-0.115934387557008
243,NA,0,5.77290576766245,2.1743567904844,2,2.01064276429863,61.0029641587724,NA
244,-5.71320087663464,5,5.77290576766245,1.9328166233119,0,0.973020561676752,21.9591753813229,5.05970489102781
245,0.979503702538078,NA,NA,2.0348159483422,1,1.98770071619012,49.8404725796591,NA
246,NA,NA,5.77290576766245,1.96674098622589,4,1.73019583479085,62.0734274915346,NA
247,NA,3,5.77290576766245,1.5838438264177,1,1.77332672736003,41.6648005122926,NA
248,NA,2,NA,1.4898364662035,2,2.59294399100121,59.3291060022336,NA
249,NA,5,5.77290576766245,1.52333582566135,5,1.51648223632451,48.2858175824446,NA
250,-8.1254187275342,3,5.77290576766245,1.58294387416347,5,0.7096423737574,46.4854093757723,0.647487040128254
251,NA,3,NA,1.9495193100057,3,1.7683027656138,48.7164422424266,NA
252,NA,2,5.77290576766245,1.77081332139953,2,1.09926056144664,35.9644215371015,NA
253,NA,5,5.77290576766245,1.63141278505956,4,0.9768832210982,42.8832673355782,NA
254,NA,NA,NA,NA,2,1.89850393972269,56.924451372195,NA
255,8.74100659154981,2,5.77290576766245,1.49207854610477,0,0.869846554139876,30.1074915932386,16.5139123592123
256,NA,NA,5.77290576766245,1.90630618692343,4,0.8005421044006,54.0237729708039,NA
257,NA,0,5.77290576766245,1.908692909606,2,0.533411325445168,36.765180122827,NA
258,NA,NA,NA,NA,7,1.41784148095409,76.8281139546249,NA
259,NA,NA,NA,NA,3,2.36006826067928,57.1055806966383,NA
260,NA,1,5.77290576766245,1.6891352572623,1,2.24488226211367,45.099757986233,NA
261,2.07059671386625,NA,5.77290576766245,2.00144011995832,3,0.613259517897943,46.0812281699698,NA
262,NA,NA,NA,NA,2,1.43089730117904,61.4132547352105,NA
263,8.49540062690789,NA,5.77290576766245,NA,2,1.64658800701677,61.860646453605,NA
264,NA,0,5.77290576766245,1.67671816917638,1,1.88887114224407,49.4829701719839,NA
265,2.62822081865911,0,NA,1.91628460188198,0,0.633212250839409,24.4443343772656,NA
266,-0.948894664898452,0,5.77290576766245,1.58235694072907,3,0.306847043147032,28.1859395569667,4.824011102764
267,NA,3,NA,1.90040524168529,1,1.71598794454467,58.4293252554532,NA
268,NA,3,5.77290576766245,2.00819241185488,0,2.4606991828716,54.8751199714672,NA
269,10.6378200277185,3,5.77290576766245,1.76382770615719,1,0.39013783268667,34.1844676721213,19.410725795381
270,NA,NA,5.77290576766245,1.51332529708493,1,2.44146029897206,63.1629822050144,NA
271,5.11631321761209,1,5.77290576766245,1.95982112408796,2,2.14637367569635,55.4857816437623,11.8892189852745
272,NA,5,NA,1.90651656213308,0,2.60582410331662,45.0128575622482,NA
273,NA,NA,5.77290576766245,NA,1,1.78605922550255,53.080937728075,NA
274,5.56086247412402,NA,5.77290576766245,NA,2,1.32468346266829,38.3598072962921,NA
275,NA,NA,5.77290576766245,1.95688560072108,4,1.90678893717769,68.5402626551169,NA
276,NA,2,5.77290576766245,1.39635193059448,3,0.971104182337948,41.9835795934456,NA
277,NA,5,5.77290576766245,2.00606453119305,2,0.561685680883925,35.520783820167,NA
278,-4.09302524363626,4,5.77290576766245,NA,1,0.743722225794753,30.2708704153397,5.67988052402619
279,NA,NA,5.77290576766245,1.86108315613076,4,2.75101023204036,60.3687150007031,NA
280,NA,2,NA,1.95417460803822,2,0.96262036789703,46.5984504393729,NA
281,-3.16176360263648,5,5.77290576766245,1.61751136896248,4,1.02390761110505,35.9195696312759,7.61114216502597
282,NA,1,NA,NA,2,4.01304747577158,68.6720528313654,NA
283,NA,2,NA,1.92292474118351,4,1.19720387257898,47.5518030746296,NA
284,NA,2,NA,1.70921139903616,4,2.28734066311919,58.7954138650727,NA
285,NA,3,NA,1.60878756058301,2,0.787095900934674,51.7623231320908,NA
286,1.47481884543056,4,NA,1.89589961011804,2,1.37202054416892,36.7377362554944,NA
287,NA,5,5.77290576766245,1.78435316117323,2,1.4520250094989,54.0358856754464,NA
288,NA,NA,NA,1.63914004033947,1,1.17137434800118,52.8115407327122,NA
289,NA,2,5.77290576766245,1.95695039232392,1,1.22488072872681,42.2301628981765,NA
290,NA,5,NA,NA,4,2.12760132358351,66.8953527268375,NA
291,NA,1,NA,1.98598584439474,1,2.24939714396567,45.4789092325727,NA
292,NA,2,5.77290576766245,2.15671633535285,1,1.85420261572696,36.1525473155745,NA
293,NA,NA,5.77290576766245,NA,1,1.42562331497271,51.6301809580249,NA
294,12.0179291058155,5,5.77290576766245,NA,4,1.75032716474236,64.4697043048712,22.7908348734779
295,NA,4,5.77290576766245,NA,2,2.59904615737767,62.7530236909879,NA
296,NA,NA,NA,NA,2,2.3508017964038,49.9621443174188,NA
297,NA,NA,NA,2.40553457354553,2,1.46013412684063,56.6291666932944,NA
298,NA,NA,NA,1.96087393073581,5,2.87883222491033,70.4253422720002,NA
299,NA,4,5.77290576766245,1.75791253381264,3,1.83530694404438,49.2759244488983,NA
300,1.86579252546348,2,5.77290576766245,1.85505355489547,1,0.747005186042343,46.8193126398826,9.63869829312593
301,NA,2,NA,1.99675404637128,3,3.14739148440546,69.7543215980789,NA
302,NA,5,NA,2.36789667150804,0,2.50193659522687,66.6445937823864,NA
303,NA,0,5.77290576766245,1.70996684147241,1,1.28045805341228,40.7089428962563,NA
304,-3.90760962346789,4,5.77290576766245,1.83510886780912,2,1.8396335652612,50.5176261986557,5.86529614419456
305,NA,NA,5.77290576766245,1.87450714826943,0,1.3584212433841,46.8335701584873,NA
306,-2.86994473107688,2,5.77290576766245,1.6359029314005,2,1.16991647321068,34.9191996489951,4.90296103658557
307,7.03442061443518,1,5.77290576766245,1.9335599128859,0,1.15656793020405,43.2960553143255,13.8073263820976
308,NA,NA,NA,1.9957394951495,2,1.98853639043026,61.1868629705541,NA
309,NA,NA,NA,NA,2,3.90235173755452,73.4950413874244,NA
310,NA,2,NA,1.70515178314237,2,1.13037586759807,51.1665899783479,NA
311,NA,NA,5.77290576766245,NA,2,0.745401257682255,47.0644283637786,NA
312,11.6783232565143,NA,5.77290576766245,1.86766137741487,1,1.39830145132554,49.271869338243,NA
313,NA,NA,5.77290576766245,NA,2,1.38774220459559,58.4703968002885,NA
314,NA,NA,NA,1.86506274636227,4,3.86236222646654,80.4627860938702,NA
315,NA,NA,5.77290576766245,1.7004218594564,0,0.460391074716645,32.799417762473,NA
316,NA,NA,5.77290576766245,1.62087978505442,2,0.808096344789175,47.6187016565267,NA
317,3.11088907097886,NA,NA,1.55042647294833,2,1.43769950864156,38.346206780789,NA
318,NA,1,NA,1.69862568013578,3,0.77889363783377,46.3843921295864,NA
319,NA,NA,5.77290576766245,NA,3,3.77284959543007,74.8747817138954,NA
320,NA,2,5.77290576766245,1.97737423897914,2,0.825765156178699,25.9206552031141,NA
321,NA,NA,5.77290576766245,1.60316056246599,4,1.68009755524316,47.4077413068997,NA
