"id","year","x1","x2","x3","z1","z2","z3","indicator","y","x_sum"
6,1992,NA,8,-0.113017970813798,1.45683094492467,2,1.99864472403499,NA,NA,NA
6,1994,NA,8,0.0762282107594554,1.45683094492467,2,1.99864472403499,2,NA,NA
6,1996,NA,NA,-0.0172028603569008,1.45683094492467,2,1.99864472403499,NA,88.6707033981508,NA
6,1998,NA,NA,0.131045484884981,1.45683094492467,2,1.99864472403499,NA,NA,NA
6,2002,NA,NA,0.211025897353994,1.45683094492467,2,1.99864472403499,NA,NA,NA
6,2004,47.8435659473427,9,NA,1.45683094492467,2,1.99864472403499,NA,NA,NA
6,2006,NA,NA,NA,1.45683094492467,2,1.99864472403499,NA,NA,NA
6,2008,44.8879860148626,NA,NA,NA,2,1.99864472403499,NA,NA,NA
6,2012,NA,NA,0.657052016379185,1.45683094492467,2,1.99864472403499,NA,NA,NA
6,2016,NA,NA,NA,1.45683094492467,2,1.99864472403499,1,NA,NA
6,2018,NA,13,1.36482247849797,NA,2,1.99864472403499,NA,NA,NA
7,1990,9.61460951875563,13,0.33253846010855,1.62412724107681,3,0.822067196479906,1,53.7747669825362,22.9471479788642
7,1992,NA,14,0.276355850441246,1.62412724107681,3,0.822067196479906,1,55.8704531749697,NA
7,1994,6.62546154482914,15,0.394448397088195,1.62412724107681,3,0.822067196479906,NA,NA,22.0199099419173
7,1996,NA,13,0.790808218869711,1.62412724107681,3,0.822067196479906,NA,NA,NA
7,1998,4.86306361178015,15,0.880193659268185,1.62412724107681,3,0.822067196479906,1,61.7030581169298,20.7432572710483
7,2000,NA,17,1.05556287065344,1.62412724107681,3,0.822067196479906,1,71.9228299755939,NA
7,2002,NA,17,0.889775231848103,1.62412724107681,3,0.822067196479906,NA,70.0233872708579,NA
7,2004,NA,14,1.11603886714518,1.62412724107681,3,0.822067196479906,NA,NA,NA
7,2010,NA,NA,1.70315483880775,1.62412724107681,3,0.822067196479906,NA,NA,NA
7,2014,NA,17,2.11879713515016,1.62412724107681,3,0.822067196479906,1,NA,NA
7,2016,NA,17,2.15495710769399,1.62412724107681,3,0.822067196479906,NA,NA,NA
7,2018,NA,NA,NA,1.62412724107681,3,0.822067196479906,NA,NA,NA
7,2020,NA,19,2.04250073021474,NA,3,0.822067196479906,NA,NA,NA
8,1992,NA,11,-0.262677374802468,1.63509615500937,1,1.53588509520929,NA,45.3013060561446,NA
8,1996,NA,10,NA,1.63509615500937,1,1.53588509520929,NA,46.0484235715861,NA
8,2000,NA,11,-0.00481922090419945,1.63509615500937,1,1.53588509520929,1,47.0395160693039,NA
8,2012,NA,13,0.797610379569061,1.63509615500937,1,1.53588509520929,NA,60.4296540251417,NA
8,2016,56.1050541941821,10,1.0027676965865,1.63509615500937,1,1.53588509520929,1,59.5072758449877,67.1078218907686
8,2018,NA,13,1.60210025626567,1.63509615500937,1,1.53588509520929,1,NA,NA
9,1994,8.16894312360721,5,-0.428176932023426,1.75558532122011,3,0.695886459279847,1,36.719132002454,12.7407661915838
9,2006,NA,NA,0.356722836920006,1.75558532122011,3,0.695886459279847,NA,56.226323984122,NA
10,2006,NA,13,0.69779713968149,NA,3,1.11101053672624,1,NA,NA
10,2008,NA,8,NA,1.80375498843479,3,1.11101053672624,NA,81.0081716541468,NA
11,1994,NA,14,-0.453112263213625,1.66925897128597,1,1.032738475173,1,39.691157721242,NA
11,1996,NA,17,-0.448895616263399,1.66925897128597,1,1.032738475173,1,51.053631851072,NA
11,1998,-5.30086553931218,NA,0.183200190997668,NA,1,1.032738475173,1,49.7251193119374,NA
11,2000,NA,19,NA,1.66925897128597,1,1.032738475173,3,53.0181597770703,NA
11,2002,NA,13,0.124489640835891,1.66925897128597,1,1.032738475173,1,51.199321339239,NA
11,2006,NA,18,0.331312131766681,1.66925897128597,1,1.032738475173,NA,59.8721388428575,NA
11,2008,6.32042012074081,17,0.602472069633877,1.66925897128597,1,1.032738475173,NA,60.4099287502742,23.9228921903747
11,2016,NA,23,0.887302267966079,1.66925897128597,1,1.032738475173,NA,NA,NA
11,2018,NA,NA,0.983024015343035,NA,1,1.032738475173,3,75.4107888640158,NA
11,2020,NA,NA,0.965958346864427,1.66925897128597,1,1.032738475173,NA,NA,NA
12,1990,-4.02297117879274,13,-0.803564293930926,2.14897765723331,2,1.1078660819315,1,NA,8.17346452727633
12,2000,NA,12,-0.169633955413396,2.14897765723331,2,1.1078660819315,1,47.6559255795364,NA
12,2008,NA,12,0.406954903087658,2.14897765723331,2,1.1078660819315,NA,NA,NA
12,2010,NA,NA,0.593195143407989,2.14897765723331,2,1.1078660819315,NA,69.8267148844519,NA
12,2020,NA,NA,NA,NA,2,1.1078660819315,NA,NA,NA
13,1990,0.755531132160985,11,-0.257648726483398,1.65883847579336,0,0.530018753484848,1,25.1632292106339,11.4978824056776
13,1994,3.41833122427763,11,-0.425802486157567,1.65883847579336,0,0.530018753484848,2,24.1064342143006,13.9925287381201
13,1996,-5.72949844457933,13,-0.263403473940502,1.65883847579336,0,0.530018753484848,3,30.4642693528576,7.00709808148017
13,1998,10.3470701215724,14,-0.344472519174973,1.65883847579336,0,0.530018753484848,1,28.0198675897307,24.0025976023975
13,2000,9.20732912607902,16,0.182914914830531,1.65883847579336,0,0.530018753484848,NA,38.7813767650445,25.3902440409096
13,2002,NA,15,0.17789485582564,1.65883847579336,0,0.530018753484848,1,NA,NA
13,2004,NA,17,0.363575582863474,1.65883847579336,0,0.530018753484848,1,42.4277326062377,NA
13,2006,22.7683075266339,13,0.618748884740695,1.65883847579336,0,0.530018753484848,3,34.10117883542,36.3870564113746
13,2008,8.47765417653888,11,0.694885634764274,1.65883847579336,0,0.530018753484848,2,36.3440354866866,20.1725398113032
13,2010,NA,23,NA,1.65883847579336,0,0.530018753484848,NA,55.8028130133379,NA
13,2012,NA,14,0.708663461065795,1.65883847579336,0,0.530018753484848,NA,35.9731326153824,NA
13,2014,19.082769988213,15,0.663319132703533,1.65883847579336,0,0.530018753484848,NA,40.1076745641589,34.7460891209165
13,2018,25.5838785695924,20,1.40839650881192,1.65883847579336,0,0.530018753484848,NA,NA,46.9922750784043
13,2020,NA,16,1.28527549596568,1.65883847579336,0,0.530018753484848,NA,48.365112949079,NA
14,1990,15.7141281355548,7,-0.728241230641699,1.8619239718336,1,1.08679722334768,3,31.5947561390582,21.9858869049131
14,1992,10.6451498337198,8,-0.58011315174049,1.8619239718336,1,1.08679722334768,NA,31.2496460218402,18.0650366819794
14,1994,17.5244293387165,9,-0.607095643692857,1.8619239718336,1,1.08679722334768,2,34.063067288457,25.9173336950237
14,1996,18.1294620504529,7,-0.120048312256087,1.8619239718336,1,1.08679722334768,3,34.8126340703267,25.0094137381968
14,1998,18.757604134234,9,-0.384518899944352,1.8619239718336,1,1.08679722334768,1,NA,27.3730852342897
14,2000,NA,10,-0.421620670782842,1.8619239718336,1,1.08679722334768,2,NA,NA
14,2002,NA,9,-0.239738475870083,1.8619239718336,1,1.08679722334768,1,38.1058206040137,NA
14,2004,27.7046885286479,13,0.281819015460813,1.8619239718336,1,1.08679722334768,2,54.7790484446334,40.9865075441087
14,2006,NA,9,0.445191577727699,1.8619239718336,1,1.08679722334768,1,46.990490217806,NA
14,2008,26.803491771311,18,0.3590315936995,1.8619239718336,1,1.08679722334768,NA,62.7057571868445,45.1625233650104
14,2010,NA,11,0.171189921860376,NA,1,1.08679722334768,2,48.9786140878131,NA
14,2012,NA,NA,0.804644583764046,1.8619239718336,1,1.08679722334768,NA,58.5111066978195,NA
14,2014,30.6632129579398,11,0.952881703367482,1.8619239718336,1,1.08679722334768,NA,58.1720497017076,42.6160946613072
14,2016,NA,NA,0.639783023488734,1.8619239718336,1,1.08679722334768,2,NA,NA
14,2018,NA,13,0.652739727530887,1.8619239718336,1,1.08679722334768,NA,59.698361712139,NA
14,2020,NA,NA,1.29893073437738,1.8619239718336,1,1.08679722334768,NA,71.5659924742156,NA
15,1990,NA,NA,-0.592043923520178,1.58025712045983,2,0.790676226283273,1,44.3870760754841,NA
15,1992,NA,19,-0.0331327926983795,1.58025712045983,2,0.790676226283273,NA,NA,NA
15,1994,-7.61248409134652,NA,-0.239290489772029,1.58025712045983,2,0.790676226283273,1,NA,NA
15,1998,NA,17,0.147086153723139,1.58025712045983,2,0.790676226283273,1,58.9506077597879,NA
15,2002,NA,21,0.571099467967942,NA,2,0.790676226283273,NA,80.2666105777604,NA
15,2018,NA,NA,1.1010196928541,NA,2,0.790676226283273,NA,109.354664049995,NA
15,2020,26.0487009112471,NA,1.24261184989831,1.58025712045983,2,0.790676226283273,NA,NA,NA
16,2006,16.3439135810938,NA,0.391576901312165,1.94513284028573,2,1.90768201354274,NA,NA,NA
16,2016,NA,11,0.848637495947715,1.94513284028573,2,1.90768201354274,NA,NA,NA
16,2020,22.8683869470498,12,1.37242467847065,1.94513284028573,2,1.90768201354274,NA,79.6209397501624,36.2408116255205
17,1990,NA,16,-0.72091583923688,1.75106711091079,2,1.84040835901519,1,55.7893518036009,NA
17,1992,NA,16,-0.633131945375538,NA,2,1.84040835901519,1,56.4088561601108,NA
17,1994,NA,NA,-0.532895458731986,1.75106711091079,2,1.84040835901519,1,63.3626532176499,NA
17,1996,NA,14,-0.423803775877644,1.75106711091079,2,1.84040835901519,2,NA,NA
17,1998,NA,17,-0.0407731239837118,1.75106711091079,2,1.84040835901519,2,NA,NA
17,2004,NA,17,0.277505383287604,1.75106711091079,2,1.84040835901519,1,NA,NA
17,2006,NA,NA,0.540770706326981,1.75106711091079,2,1.84040835901519,NA,76.9630864784023,NA
17,2008,NA,19,0.481694350382128,1.75106711091079,2,1.84040835901519,NA,76.9372450357597,NA
17,2010,NA,15,0.736239024364437,1.75106711091079,2,1.84040835901519,NA,73.5632286070614,NA
17,2014,46.8283885955198,25,0.849894129364799,1.75106711091079,2,1.84040835901519,NA,NA,72.6782827248846
17,2016,NA,NA,NA,1.75106711091079,2,1.84040835901519,NA,91.3179421322687,NA
17,2020,NA,NA,1.42106882815929,NA,2,1.84040835901519,NA,92.5537855550054,NA
18,1990,17.2762530302398,15,-0.282152301253827,1.89968820453326,2,1.94744914847819,3,75.1839361937138,31.994100728986
18,1992,NA,13,-0.198250290850719,1.89968820453326,2,1.94744914847819,1,NA,NA
18,1994,NA,NA,-0.248548321659054,1.89968820453326,2,1.94744914847819,1,NA,NA
18,1996,NA,NA,0.135630485077545,1.89968820453326,2,1.94744914847819,NA,NA,NA
18,1998,NA,NA,0.122606253076501,1.89968820453326,2,1.94744914847819,NA,NA,NA
18,2000,NA,17,0.671347100985859,1.89968820453326,2,1.94744914847819,NA,NA,NA
18,2002,NA,NA,0.576419054559356,1.89968820453326,2,1.94744914847819,NA,NA,NA
18,2004,NA,NA,0.881912160722695,NA,2,1.94744914847819,NA,NA,NA
18,2006,NA,NA,0.517313479270943,NA,2,1.94744914847819,NA,NA,NA
18,2008,NA,14,1.24085680342947,1.89968820453326,2,1.94744914847819,NA,NA,NA
18,2012,NA,15,1.23571254560344,NA,2,1.94744914847819,NA,109.213273075563,NA
18,2014,NA,NA,NA,NA,2,1.94744914847819,1,NA,NA
18,2016,NA,NA,NA,1.89968820453326,2,1.94744914847819,3,NA,NA
18,2018,NA,NA,1.84722989355183,1.89968820453326,2,1.94744914847819,NA,NA,NA
18,2020,NA,NA,NA,1.89968820453326,2,1.94744914847819,NA,NA,NA
19,1990,NA,6,-0.238605163679048,1.91425585317664,4,1.13299211059988,NA,46.7542397926619,NA
19,1992,NA,7,-0.2015589095031,1.91425585317664,4,1.13299211059988,3,39.8755161599511,NA
19,1994,3.04471232726829,NA,-0.0790948436847508,1.91425585317664,4,1.13299211059988,1,62.1914480825721,NA
19,1996,3.9669310570188,NA,-0.338443801280399,1.91425585317664,4,1.13299211059988,2,52.3259153331766,NA
19,1998,7.94659983994862,10,NA,1.91425585317664,4,1.13299211059988,1,NA,NA
19,2000,NA,11,0.115614947069381,1.91425585317664,4,1.13299211059988,1,NA,NA
19,2002,NA,9,NA,1.91425585317664,4,1.13299211059988,2,69.6911805695809,NA
19,2004,NA,8,0.359328189944328,1.91425585317664,4,1.13299211059988,NA,69.7869163585318,NA
19,2006,NA,11,0.672298079465228,1.91425585317664,4,1.13299211059988,NA,69.1614635957314,NA
19,2008,20.4424153821509,10,0.409391466142089,1.91425585317664,4,1.13299211059988,NA,NA,30.851806848293
19,2012,NA,9,0.803751185848788,1.91425585317664,4,1.13299211059988,NA,NA,NA
19,2014,18.1945336305693,13,0.754529291436021,NA,4,1.13299211059988,NA,NA,31.9490629220053
19,2016,NA,NA,0.900835395317237,1.91425585317664,4,1.13299211059988,NA,NA,NA
19,2018,NA,NA,1.22181892370963,1.91425585317664,4,1.13299211059988,NA,NA,NA
20,2002,NA,8,0.662414948071194,NA,1,0.764896220392058,1,83.6263497408158,NA
20,2006,NA,NA,0.492792106925583,2.04554134927097,1,0.764896220392058,NA,NA,NA
21,1990,NA,6,-0.558832390314501,1.6277470060151,3,0.717103199121374,1,24.596226762962,NA
21,2006,11.2789960237578,10,-0.0175441316902381,1.6277470060151,3,0.717103199121374,2,39.759250014996,21.2614518920676
21,2008,5.47165219035241,11,0.0991350865291222,1.6277470060151,3,0.717103199121374,3,41.2668420027835,16.5707872768815
21,2016,NA,7,1.18188330365897,1.6277470060151,3,0.717103199121374,NA,49.5344281775444,NA
21,2018,NA,17,0.88261744709539,1.6277470060151,3,0.717103199121374,3,NA,NA
21,2020,18.9394939283732,10,0.89348961663868,1.6277470060151,3,0.717103199121374,1,52.7497865644382,29.8329835450118
22,1990,NA,NA,-0.527288191468244,1.60716541460891,0,1.18795169705392,1,NA,NA
22,1992,NA,13,-0.689036306499758,1.60716541460891,0,1.18795169705392,1,NA,NA
22,1994,34.8866408588274,16,-0.522128879423973,1.60716541460891,0,1.18795169705392,1,76.6724306327035,50.3645119794035
22,1996,NA,NA,-0.0627277747956322,NA,0,1.18795169705392,NA,NA,NA
22,1998,NA,14,NA,1.60716541460891,0,1.18795169705392,NA,NA,NA
22,2000,NA,15,-0.258527730137131,NA,0,1.18795169705392,NA,NA,NA
22,2002,NA,NA,NA,1.60716541460891,0,1.18795169705392,NA,NA,NA
22,2004,48.9442920165021,NA,0.171116522502132,1.60716541460891,0,1.18795169705392,NA,NA,NA
22,2006,38.3466446064081,NA,0.388371124124831,NA,0,1.18795169705392,NA,NA,NA
22,2008,NA,NA,0.558964674873721,1.60716541460891,0,1.18795169705392,1,93.0483489878535,NA
22,2010,NA,18,0.379584341182352,1.60716541460891,0,1.18795169705392,NA,NA,NA
22,2012,51.1603733048635,19,0.625844183017478,NA,0,1.18795169705392,1,NA,70.786217487881
22,2014,NA,22,0.918984871200963,1.60716541460891,0,1.18795169705392,NA,NA,NA
22,2016,NA,19,0.708895180566913,NA,0,1.18795169705392,1,109.259956942783,NA
22,2018,NA,NA,1.20416466686919,1.60716541460891,0,1.18795169705392,1,NA,NA
22,2020,NA,NA,NA,1.60716541460891,0,1.18795169705392,NA,NA,NA
23,2016,NA,NA,NA,1.90400615293925,5,0.826716070756794,NA,110.287623976228,NA
24,1990,NA,11,-0.811441744293363,1.51878384129186,0,0.699553973369417,1,22.7813141601163,NA
24,1994,1.26309303756449,14,-0.169725600362101,1.51878384129186,0,0.699553973369417,2,33.4424736732048,15.0933674372024
24,1996,NA,12,-0.114048713928598,1.51878384129186,0,0.699553973369417,NA,29.5164222021747,NA
24,1998,5.10125778733692,11,0.116512580693422,1.51878384129186,0,0.699553973369417,NA,NA,16.2177703680303
24,2002,3.1426209596114,13,0.235098729789213,1.51878384129186,0,0.699553973369417,2,37.7163004153257,16.3777196894006
24,2010,11.1962439115003,11,0.61496284630867,1.51878384129186,0,0.699553973369417,2,39.4355543601112,22.811206757809
24,2012,NA,14,0.463720428559652,1.51878384129186,0,0.699553973369417,2,41.6055507605861,NA
24,2014,NA,19,0.735486217809564,1.51878384129186,0,0.699553973369417,3,50.6507060047298,NA
25,1994,NA,7,-0.393114293138824,1.78248296304783,1,1.02349180862587,NA,NA,NA
25,2006,NA,NA,0.244681129261989,1.78248296304783,1,1.02349180862587,NA,NA,NA
25,2014,NA,10,0.576057503611919,1.78248296304783,1,1.02349180862587,NA,97.0299528302492,NA
26,1992,NA,NA,NA,NA,1,1.33180749716668,NA,NA,NA
26,1994,70.1691544494978,NA,NA,NA,1,1.33180749716668,NA,NA,NA
26,1998,NA,NA,NA,NA,1,1.33180749716668,NA,NA,NA
26,2002,NA,NA,NA,NA,1,1.33180749716668,NA,NA,NA
26,2004,NA,NA,NA,1.76152207882774,1,1.33180749716668,NA,NA,NA
26,2016,NA,15,NA,NA,1,1.33180749716668,NA,NA,NA
27,1994,NA,9,-0.321468486727395,1.60378844708099,2,0.198870049533538,1,26.0048525537351,NA
27,1998,NA,11,-0.22975025932858,1.60378844708099,2,0.198870049533538,NA,NA,NA
27,2008,NA,14,0.601534001165123,1.60378844708099,2,0.198870049533538,1,NA,NA
27,2012,20.5854101654913,13,0.743472285000893,1.60378844708099,2,0.198870049533538,1,52.9196584425563,34.3288824504922
28,1992,NA,12,-0.583764975385184,1.76149239840909,0,0.632666617375007,2,34.7415008900214,NA
28,1994,NA,14,-0.424765688123789,1.76149239840909,0,0.632666617375007,NA,39.6752561123093,NA
28,1996,NA,16,-0.386013376719693,1.76149239840909,0,0.632666617375007,1,46.6744338715404,NA
28,2000,NA,14,-0.15764617546336,1.76149239840909,0,0.632666617375007,1,43.7646266502418,NA
28,2002,23.2217796169545,16,-0.306600514672373,1.76149239840909,0,0.632666617375007,1,48.6565433226507,38.9151791022821
28,2004,21.6604193244135,13,0.164667957240108,1.76149239840909,0,0.632666617375007,3,47.9050871800335,34.8250872816536
28,2008,NA,19,0.0978773187777005,1.76149239840909,0,0.632666617375007,NA,59.3323125458859,NA
28,2010,25.2201620862194,19,0.766398172457793,1.76149239840909,0,0.632666617375007,2,NA,44.9865602586772
28,2012,NA,16,0.864600475393327,1.76149239840909,0,0.632666617375007,NA,59.9277969276454,NA
28,2014,24.0572319255813,18,0.473259244852325,1.76149239840909,0,0.632666617375007,2,NA,42.5304911704336
28,2016,37.442269986609,NA,0.897386249689243,1.76149239840909,0,0.632666617375007,1,65.9176808552002,NA
29,1994,NA,NA,-0.0920637723052131,1.84838883609346,1,1.79889192139363,NA,NA,NA
29,1996,NA,13,-0.222630351012871,1.84838883609346,1,1.79889192139363,NA,115.343088354078,NA
29,1998,NA,NA,NA,1.84838883609346,1,1.79889192139363,NA,124.140003187982,NA
29,2000,57.1261152138289,16,0.218904809689317,NA,1,1.79889192139363,NA,NA,73.3450200235182
29,2002,NA,16,NA,NA,1,1.79889192139363,NA,NA,NA
29,2006,NA,NA,0.403301577503495,NA,1,1.79889192139363,NA,NA,NA
29,2008,NA,NA,NA,1.84838883609346,1,1.79889192139363,NA,NA,NA
29,2010,NA,16,NA,NA,1,1.79889192139363,NA,NA,NA
29,2014,NA,NA,NA,NA,1,1.79889192139363,NA,NA,NA
29,2016,NA,NA,NA,NA,1,1.79889192139363,NA,NA,NA
29,2018,NA,NA,NA,NA,1,1.79889192139363,NA,NA,NA
29,2020,NA,16,1.63114453734078,1.84838883609346,1,1.79889192139363,NA,NA,NA
30,1990,NA,8,-0.2141678594264,2.12722503354568,1,1.91949807018733,NA,46.2769428699841,NA
30,1992,14.2670046598608,8,-0.53813239794474,2.12722503354568,1,1.91949807018733,3,48.9781030375644,21.7288722619161
30,1996,NA,9,0.0588298638838542,2.12722503354568,1,1.91949807018733,2,NA,NA
30,1998,NA,8,0.215396712658528,2.12722503354568,1,1.91949807018733,NA,55.7830795947793,NA
30,2000,9.43205344938052,11,-0.119135714098977,2.12722503354568,1,1.91949807018733,1,56.9949284509001,20.3129177352815
30,2002,NA,NA,0.405490006793823,2.12722503354568,1,1.91949807018733,NA,66.6091028416698,NA
30,2004,25.5211643540136,10,0.257551741241311,2.12722503354568,1,1.91949807018733,NA,65.7720122470871,35.7787160952549
30,2006,NA,NA,0.754941501982809,2.12722503354568,1,1.91949807018733,2,74.8896050041144,NA
30,2008,19.3639379123596,15,0.572890094984156,2.12722503354568,1,1.91949807018733,3,NA,34.9368280073437
30,2010,NA,NA,0.655905742409938,2.12722503354568,1,1.91949807018733,1,NA,NA
30,2012,NA,NA,1.02599196323061,2.12722503354568,1,1.91949807018733,3,70.5780766725139,NA
30,2014,NA,NA,1.29710926442274,2.12722503354568,1,1.91949807018733,NA,NA,NA
30,2016,NA,11,1.20781194800727,2.12722503354568,1,1.91949807018733,NA,84.9650765326755,NA
30,2018,NA,9,1.33225337143156,NA,1,1.91949807018733,1,NA,NA
30,2020,38.8638437498342,NA,1.09527649192821,2.12722503354568,1,1.91949807018733,NA,NA,NA
31,1990,63.4248718307851,11,-0.699756000112678,1.51004695594319,2,1.20782225141668,NA,78.0485767420177,73.7251158306725
31,2004,70.5590796184137,11,0.386017270697345,NA,2,1.20782225141668,NA,93.8497985777344,81.9450968891111
31,2010,NA,16,0.343156145527324,1.51004695594319,2,1.20782225141668,NA,107.641114768465,NA
31,2016,NA,NA,1.04353442956025,1.51004695594319,2,1.20782225141668,NA,NA,NA
32,1990,NA,NA,NA,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,1992,NA,16,NA,NA,6,2.56547632409426,NA,106.09215757196,NA
32,1994,NA,NA,-0.623361321032142,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,1996,NA,NA,NA,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,1998,NA,NA,-0.26268946901532,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,2000,NA,NA,0.0762809674373351,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,2002,NA,NA,-0.141337326651999,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,2004,NA,NA,0.22546745125451,NA,6,2.56547632409426,NA,NA,NA
32,2006,NA,NA,-0.0592419315477379,NA,6,2.56547632409426,NA,NA,NA
32,2010,37.8662443593607,NA,0.474276185810006,NA,6,2.56547632409426,NA,NA,NA
32,2012,NA,NA,NA,1.89459959600039,6,2.56547632409426,NA,NA,NA
32,2014,NA,NA,0.999203331902529,NA,6,2.56547632409426,NA,NA,NA
32,2016,NA,NA,0.898242678132512,NA,6,2.56547632409426,NA,NA,NA
32,2020,NA,NA,NA,NA,6,2.56547632409426,NA,NA,NA
33,1990,12.9265133922386,6,-0.479520667415979,1.62953312017562,3,1.37428321908942,2,NA,18.4469927248226
33,1992,NA,7,-0.700894716674863,1.62953312017562,3,1.37428321908942,NA,NA,NA
33,1994,NA,10,NA,1.62953312017562,3,1.37428321908942,NA,75.9141774761458,NA
33,1996,NA,7,-0.149406865427206,1.62953312017562,3,1.37428321908942,1,NA,NA
33,1998,NA,9,0.129766322193266,1.62953312017562,3,1.37428321908942,NA,80.866879757104,NA
33,2000,NA,14,-0.0598762911820607,1.62953312017562,3,1.37428321908942,NA,NA,NA
33,2002,NA,5,0.304030261367391,1.62953312017562,3,1.37428321908942,NA,90.6614074612945,NA
33,2004,NA,NA,0.570525733274938,1.62953312017562,3,1.37428321908942,NA,NA,NA
33,2012,NA,15,0.571241174665577,1.62953312017562,3,1.37428321908942,NA,NA,NA
33,2018,NA,NA,0.900340068606258,NA,3,1.37428321908942,NA,NA,NA
33,2020,NA,NA,1.47197796338989,1.62953312017562,3,1.37428321908942,NA,NA,NA
34,1990,NA,5,-0.359088572676105,1.95369364985973,3,0.929477001893424,NA,NA,NA
34,1992,4.96980463416271,6,-0.0472784664333305,1.95369364985973,3,0.929477001893424,1,NA,10.9225261677294
34,1994,8.04507118743477,5,-0.32172862196136,1.95369364985973,3,0.929477001893424,1,40.4982401396508,12.7233425654734
34,1996,19.7376354644243,10,-0.285083031051603,1.95369364985973,3,0.929477001893424,1,63.6117341961152,29.4525524333727
34,1998,12.7691807770791,8,NA,1.95369364985973,3,0.929477001893424,1,NA,NA
34,2002,22.8389793579822,6,0.536572146459672,1.95369364985973,3,0.929477001893424,1,NA,29.3755515044419
34,2006,NA,12,0.825612405021398,1.95369364985973,3,0.929477001893424,NA,NA,NA
34,2008,NA,12,0.465259928195461,NA,3,0.929477001893424,1,NA,NA
34,2010,NA,7,0.573946907444348,1.95369364985973,3,0.929477001893424,1,69.8692311275967,NA
34,2012,NA,11,1.20830848734216,1.95369364985973,3,0.929477001893424,NA,NA,NA
34,2014,NA,13,0.855106936328535,NA,3,0.929477001893424,NA,84.9348579618255,NA
34,2016,32.1316516342522,NA,1.31945251836181,1.95369364985973,3,0.929477001893424,NA,98.3373563958236,NA
34,2018,NA,11,1.02323030357105,1.95369364985973,3,0.929477001893424,NA,79.925787914306,NA
34,2020,NA,13,1.19323949728017,1.95369364985973,3,0.929477001893424,NA,NA,NA
35,1998,3.41079125652819,11,-0.470145456780936,1.94881935853834,0,3.89909364994344,1,NA,13.9406457997472
35,2000,NA,10,-0.103418836046966,1.94881935853834,0,3.89909364994344,1,74.5202672209018,NA
36,1992,NA,9,-0.02817982648877,1.445607237226,0,1.55146985117077,1,44.6885132052679,NA
36,1994,NA,11,-0.208487552864529,1.445607237226,0,1.55146985117077,NA,45.9554489227531,NA
36,2000,7.87145785677833,11,-0.0398726351387383,1.445607237226,0,1.55146985117077,1,51.2028118732093,18.8315852216396
36,2006,NA,14,0.53996326901223,1.445607237226,0,1.55146985117077,NA,66.0977777721754,NA
36,2012,NA,16,0.996423403254891,1.445607237226,0,1.55146985117077,NA,NA,NA
36,2014,NA,NA,1.32559026942444,1.445607237226,0,1.55146985117077,NA,NA,NA
